आफ्रिकाखण्डः	Africa
अरोविले	Auroville
बादामी	Badami
मैसूरुमण्डलम्	Distretto di Mysore
औरङ्गाबादमण्डलम्	Distretto di Aurangabad (Maharashtra)
बुरहानपुरम्	Burhanpur
कुरुक्षेत्रम्	Kurukshetra (città)
पन्ना	Panna (città)
न्यायदर्शनम्	Nyāya
राजसमन्दमण्डलम्	Distretto di Rajsamand
सिन्धुलिपिः	Scrittura indu
मण्डला	Mandla
कुसुमकन्दरराष्ट्रियोद्यानम्	Parco nazionale della Valle dei fiori
हितोपदेशः	Hitopadesa
आग्रामण्डलम्	Distretto di Agra
सोनभद्रमण्डलम्	Distretto di Sonbhadra
रमाबायीनगरमण्डलम्	Distretto di Kanpur Dehat
पश्चिमसिक्किममण्डलम्	Distretto del Sikkim Occidentale
बलरामपुरम्	Balrampur
अनुस्वारः	Anusvara
कन्नौज	Kannauj
धार	Dhar
सेवफलरसः	Succo di mela
श्योपुरमण्डलम्	Distretto di Sheopur
उमरियामण्डलम्	Distretto di Umaria
होशङ्गाबादमण्डलम्	Distretto di Hoshangabad
होशङ्गाबाद	Hoshangabad
दधि	Cagliata
बागपत्	Bagpat
अरावली	Monti Aravalli
कन्नौजमण्डलम्	Distretto di Kannauj
साबरमतीनदी	Fiume Sabarmati
दीव	Diu (città)
जबलपुरमण्डलम्	Distretto di Jabalpur
तुवरी	Cajanus cajan
बाराबङ्कीमण्डलम्	Distretto di Barabanki
बांसवाडा	Banswara
बैलहोङ्गल्	Bail Hongal
बहरैच्	Bahraich
बागेश्वरम्	Bageshwar
कारैकलमण्डलम्	Distretto di Karaikal
माहेमण्डलम्	Distretto di Mahe
पाण्डीचेरीनगरम्	Pondicherry
स्त्रीशिक्षणम्	Condizione della donna in India
उरयी	Orai
बालाघाट	Balaghat
बालाघाटमण्डलम्	Distretto di Balaghat
रावेल मॉरिसन	Ravel Morrison
एलिफेण्टागुहाः	Grotte di Elephanta
शुङ्गवंशः	Shunga (famiglia)
वैशेषिकदर्शनम्	Vaiśeṣika
फीरोजपुर	Ferozepur
रतलाम	Ratlam
श्रीरङ्गपट्टणम्	Shrirangapattana
सिर्मौरमण्डलम्	Distretto di Sirmaur
स्थिरवलयलम्	Anelli
खोर्धा मण्डलम्	Distretto di Khordha
वेष्ट्-इण्डीस्	Caraibi
देहलीविश्वविद्यालयः	Università di Delhi
केरळस्य सागरपूर्वजलप्रवासः	Backwaters
मसूरी	Mussoorie
तापीमण्डलम्	Distretto di Tapi
बून्दीमण्डलम्	Distretto di Bundi
श्रीकाकुलम्	Srikakulam
जोग जलपातः	Jog Falls
लार्नेल कोल	Larnell Cole
हेन्री ७	Enrico VII d'Inghilterra
तेलङ्गाणाराज्यम्	Telangana
राष्ट्रपतिभवनम्	Rashtrapati Bhavan
श्रीमद्भागवतपुराणम्	Bhāgavata Purāṇa
पिप्पली	Piper longum
भद्रक् मण्डलम्	Distretto di Bhadrak
अबनीन्द्रनाथ ठाकुर	Abanindranath Tagore
शौचम्	Pulizia
युग्मदण्डम्	Parallele simmetriche
नान्देडमण्डलम्	Distretto di Nanded
उत्तरदेहलीमण्डलम्	Distretto di Delhi Nord
मौण्ट् अबु	Mount Abu
महाचोळमन्दिराणि	Templi di Chola
संसद्‍ (भारतम्)	Parlamento dell'India
तापीनदी	Tapti
बसवनबागेवाडी	Basavana Bagevadi
बसवकल्याणम्	Basavakalyan
वराहमूल	Baramulla
बस्ति, उत्तरप्रदेशः	Distretto di Basti
वाल्मीकिः	Valmiki
गुरुवायूर्	Guruvayoor
दाण्डेली अभयारण्यम्	Dandeli
काङ्ग्रामण्डलम्	Distretto di Kangra
ऋग्वेदः	Ṛgveda Saṃhitā
देवरियामण्डलम्	Distretto di Deoria
केदैञै	Kėdainiai
सायणः	Sayana
केदारनाथः	Kedarnath
प्राचीनज्योतिषम्	Astrologia indiana
जीन् फ्रान्स्व फर्नेल्	Jean Fernel
डुङ्गरपुरम्	Dungarpur
काव्यविमर्शः	New Criticism
इन्दौरमण्डलम्	Distretto di Indore
मृदङ्गः (वाद्यम्)	Mridangam
अश्वारोहक्रीडा	Buzkashi
कटनीमण्डलम्	Distretto di Katni
पुष्करनगरम्	Pushkar
भारतस्य सूर्यमन्दिराणि	Konark
मामितमण्डलम्	Distretto di Mamit
कोणार्कमन्दिरम्	Tempio del Sole di Konarak
रीस ब्राउन	Reece Brown
अशोकवृक्षः	Saraca asoca
अत्रिः	Atri (divinità)
भद्राचलम्	Bhadrachalam
बेतिया	Bettiah
अनन्तपुरम् (आन्ध्रप्रदेशः)	Anantapur
भीलवाडा	Bhilwara
भरुच	Bharuch
भाल्की	Bhalki
बेलूरु	Belur
हावेरीमण्डलम्	Distretto di Haveri
उत्तरपश्चिमदेहलीमण्डलम्	Distretto di Delhi Nord Ovest
अलिगढमण्डलम्	Distretto di Aligarh
तळाजा	Talaja
सिन्धुदुर्गमण्डलम्	Distretto di Sindhudurg
तैत्तिरीयोपनिषत्	Taittirīya Upaniṣad
नैनिताल	Nainital
छान्दोग्योपनिषत्	Chāndogya Upaniṣad
गंजम् मण्डलम्	Distretto di Ganjam
बीकानेरमण्डलम्	Distretto di Bikaner
स्केटिङ्ग्	Pattinaggio su ghiaccio
नहान्	Nahan
भारतीय प्रौद्यौगिकी संस्थानम् कानपुर्	Indian Institute of Technology Kanpur
अझमगढमण्डलम्	Distretto di Azamgarh
बि एम् डब्ल्यू सिक्स् सीरीज्	BMW Serie 6
कूर्मासनम्	Kurmasana
भिण्ड	Bhind
बि एम् डब्ल्यू K1300R	BMW K1300 R
बिजनौर	Bijnor
बि एम् डब्ल्यू (i8)	BMW i8
दक्षिण-अण्डमानमण्डलम्	Distretto di Andaman Meridionale
उत्तरमध्य-अण्डमानमण्डलम्	Distretto di Andaman Settentrionale e Centrale
उष्ट्रासनम्	Ushtrasana
निकोबारमण्डलम्	Distretto delle Nicobare
बाबरः	Babur
भुज	Bhuj
बदांयू	Budaun
बहुजनसमाज-पक्षः	Partito della Società Maggioritaria
बालंगिर् मण्डलम्	Distretto di Balangir
बनासकाठामण्डलम्	Distretto di Banaskantha
बान्धवगढराष्ट्रियोद्यानम्	Parco nazionale di Bandhavgarh
बेङ्गळूरुग्रामान्तरमण्डलम्	Distretto Rurale di Bangalore
बांसवाडामण्डलम्	Distretto di Banswara
बर्धमानमण्डलम्	Distretto di Bardhaman
बारागर् मण्डलम्	Distretto di Bargarh
बाडमेर	Barmer
बडवानी-नगरम्	Barwani
बीडमण्डलम्	Distretto di Beed
बेळगावीमण्डलम्	Distretto di Belgaum
अतिथिसत्कारः	Ospitalità
विकिरणीयप्रदूषणम्	Contaminazione radioattiva
द्वारकाद्वीपः	Dwarka
पट्टदकल्लु	Pattadakal
ब्राह्मणम्	Brāhmaṇa
परशुरामः	Parashurama
संस्कृतसाहित्यशास्त्रम्	Poetica
तिरुपुर	Tirupur
लाहौल्-स्पितीमण्डलम्	Distretto di Lahaul e Spiti
प्राणायामः	Prāṇāyāma
कथाकेळिः	Kathakali
स्मृतयः	Smṛti
फैजाबाद्	Faizabad
नारदः	Narada
माध्यमिकाः	Mādhyamika
चम्पानेर्-पावागढ़-पुरातत्त्वोद्यानम्	Parco archeologico Champaner-Pavagadh
द्वितीयः चन्द्रगुप्तः	Chandragupta II il grande
महाजनपदाः	Mahajanapadas
योगाचाराः	Vijnanavada
मीमांसा	Mimamsa
चन्द्रगुप्तः	Candragupta Gupta I
दत्तात्रेयः	Dattatreya
वियुग्मदण्डम्	Parallele asimmetriche
भरतपुरमण्डलम्	Distretto di Bharatpur
भरुचमण्डलम्	Distretto di Bharuch
भावनगरमण्डलम्	Distretto di Bhavnagar
राष्ट्रकूटवंशः	Rashtrakuta
बोम्मनहळ्ळीविधानसभाक्षेत्रम्	Bommanahalli
शक्तिविशिष्टाद्वैतवेदान्तः	Liṅgāyat
चन्देरी	Chanderi
चम्पावत	Champawat
चमोली गोपेश्वरम्	Gopeshwar
चन्द्रपुरम्	Chandrapur
बुलन्दशहर	Bulandshahr
चम्पाय	Champhai
बून्दी	Bundi
चामराजनगरमण्डलम्	Distretto di Chamarajanagar
हलासनम्	Halasana
धनुरासनम्	Dhanurasana
भुजङ्गासनम्	Bhujangasana
पश्चिमोत्तानासनम्	Pashimottanasana
राजगिर	Rajgir
दीमापुर्	Dimapur
चैतन्‍य महाप्रभु	Caitanya Mahaprabhu
पदतलम्	Pianta del piede
शिल्पकला	Artigianato
इटावा	Etawah
कांशीरामनगरमण्डलम्	Distretto di Kanshiram Nagar
उज्जैनमण्डलम्	Distretto di Ujjain
ब्रह्मसूत्राणि	Brahma Sūtra
ब्रह्मचर्यम्	Brahmacharya
क्यासनर् ह्यामिल्टन् यङ्ग्	Hamilton Castner
